Episode,Reward,Steps,RedLightViolations,ObstacleCollisions
8686,-16,50,9,0
8687,136,52,6,0
8688,40,48,7,0
8689,152,54,6,0
8690,36,50,8,0
8691,88,50,7,0
8692,24,44,6,2
8693,90,49,7,1
8694,90,49,7,0
8695,86,49,7,1
8696,46,55,8,1
8697,88,52,5,0
8698,90,49,6,1
8699,144,54,6,2
8700,136,44,5,0
8701,94,55,6,5
8702,82,45,7,0
8703,98,57,8,0
8704,-12,54,7,0
8705,142,51,6,0
8706,82,53,8,0
8707,60,62,9,0
8708,136,50,5,5
8709,130,45,6,1
8710,150,55,6,0
8711,126,45,5,2
8712,-10,55,8,5
8713,134,45,6,0
8714,152,54,6,0
8715,-24,42,8,0
8716,136,44,5,0
8717,100,54,7,4
8718,34,51,8,0
8719,86,45,7,0
8720,30,49,7,2
8721,6,63,10,0
8722,74,45,7,1
8723,92,48,6,0
8724,96,54,6,0
8725,82,43,6,0
8726,136,52,6,0
8727,38,55,7,4
8728,88,50,7,0
8729,140,50,6,0
8730,144,52,6,0
8731,104,62,8,0
8732,132,44,5,1
8733,152,54,6,0
8734,130,45,6,1
8735,148,54,6,1
8736,142,51,6,0
8737,34,51,7,0
8738,136,50,6,1
8739,34,51,8,1
8740,136,52,6,0
8741,56,62,9,0
8742,78,43,6,1
8743,82,45,7,0
8744,100,54,7,0
8745,38,51,7,0
8746,136,50,5,1
8747,90,51,7,0
8748,-18,51,9,0
8749,136,52,6,0
8750,152,54,6,0
8751,84,44,5,0
8752,146,55,6,1
8753,134,53,7,1
8754,96,54,7,0
8755,134,45,6,0
8756,98,55,7,0
8757,78,45,6,0
8758,150,55,6,1
8759,96,58,8,0
8760,26,45,7,0
8761,34,49,8,1
8762,-14,49,8,1
8763,48,62,8,0
8764,142,61,8,0
8765,40,54,8,4
8766,82,43,5,0
8767,132,44,5,1
8768,150,57,7,0
8769,94,49,7,0
8770,42,55,8,2
8771,86,45,7,0
8772,152,54,6,0
8773,34,51,7,0
8774,90,51,7,0
8775,78,45,7,1
8776,150,55,6,5
8777,134,45,6,0
8778,-8,56,9,5
8779,40,48,7,0
8780,100,54,6,0
8781,-22,45,9,0
8782,92,56,7,1
8783,148,56,6,0
8784,86,49,6,1
8785,152,54,6,0
8786,134,45,6,0
8787,90,49,6,0
8788,30,47,7,7
8789,134,45,6,0
8790,146,55,7,0
8791,80,50,7,5
8792,82,51,6,1
8793,84,44,5,0
8794,-10,55,8,0
8795,136,44,5,0
8796,98,57,8,0
8797,152,54,6,0
8798,80,50,8,1
8799,134,45,6,0
8800,142,49,6,1
8801,100,54,7,0
8802,84,50,8,0
8803,134,51,5,5
8804,136,44,5,0
8805,96,54,7,0
8806,-12,50,9,0
8807,140,50,6,0
8808,36,52,7,1
8809,-8,56,7,1
8810,44,54,8,1
8811,78,45,7,0
8812,98,55,7,4
8813,82,51,6,1
8814,140,50,6,0
8815,126,45,5,2
8816,98,55,7,5
8817,34,51,8,1
8818,82,45,7,0
8819,146,49,6,0
8820,94,57,8,0
8821,96,54,7,1
8822,80,44,6,0
8823,84,48,7,5
8824,86,49,7,5
8825,152,54,6,0
8826,138,51,6,0
8827,88,52,7,0
8828,152,56,6,0
8829,48,54,8,0
8830,134,45,6,0
8831,104,54,7,0
8832,88,50,6,1
8833,88,52,7,0
8834,106,63,8,6
8835,90,53,7,0
8836,152,62,7,5
8837,82,45,7,0
8838,148,54,6,1
8839,82,45,7,0
8840,152,62,7,0
8841,82,45,6,0
8842,148,56,6,0
8843,-56,54,10,4
8844,82,45,7,0
8845,88,56,6,9
8846,42,49,6,0
8847,38,47,7,0
8848,140,50,6,0
8849,72,44,6,2
8850,152,54,6,0
8851,130,45,6,5
8852,138,49,6,6
8853,142,55,7,2
8854,28,44,6,0
8855,46,55,8,0
8856,136,44,5,0
8857,104,64,8,0
8858,100,54,6,0
8859,136,44,5,0
8860,100,62,8,0
8861,94,51,6,0
8862,80,52,7,0
8863,144,56,7,0
8864,32,54,9,0
8865,136,44,5,0
8866,46,55,8,5
8867,32,50,8,2
8868,82,45,6,0
8869,100,54,6,0
8870,130,45,6,1
8871,100,56,6,4
8872,46,57,9,0
8873,60,62,9,0
8874,140,50,6,0
8875,78,43,6,1
8876,136,44,5,0
8877,42,49,7,0
8878,48,54,6,0
8879,86,51,7,5
8880,22,45,6,4
8881,146,49,6,0
8882,98,57,8,0
8883,-14,49,9,0
8884,48,56,8,0
8885,150,55,6,6
8886,84,52,7,1
8887,42,49,7,0
8888,148,54,6,5
8889,92,50,7,0
8890,142,53,7,0
8891,-2,55,8,0
8892,134,45,6,0
8893,106,63,6,2
8894,134,45,6,1
8895,148,54,6,1
8896,84,44,6,0
8897,38,49,8,0
8898,42,57,9,0
8899,152,54,6,0
8900,82,43,6,0
8901,40,50,7,0
8902,136,50,6,1
8903,84,44,6,0
8904,152,54,6,0
8905,130,45,6,5
8906,100,54,7,0
8907,136,44,5,0
8908,94,55,6,3
8909,-76,42,8,0
8910,30,43,7,0
8911,82,45,7,0
8912,40,56,8,3
8913,102,55,6,5
8914,82,53,8,6
8915,36,48,7,1
8916,40,56,7,2
8917,152,54,6,0
8918,92,50,7,0
8919,142,59,6,0
8920,26,45,8,2
8921,104,62,7,4
8922,88,50,7,2
8923,82,45,6,0
8924,148,54,6,1
8925,88,50,6,1
8926,-26,43,8,0
8927,42,51,8,0
8928,84,50,7,5
8929,134,45,6,0
8930,146,55,6,10
8931,142,51,6,0
8932,36,50,8,0
8933,32,50,7,1
8934,88,50,7,1
8935,144,52,6,0
8936,148,54,6,1
8937,24,50,8,0
8938,-6,59,9,0
8939,38,51,7,0
8940,78,51,6,7
8941,130,45,6,1
8942,38,65,8,6
8943,98,55,7,0
8944,138,51,6,5
8945,88,50,6,0
8946,136,52,6,0
8947,152,56,6,0
8948,96,54,7,0
8949,130,45,6,1
8950,100,56,7,0
8951,98,55,7,0
8952,32,50,6,1
8953,86,53,7,0
8954,152,56,6,5
8955,98,57,8,0
8956,-10,55,7,5
8957,82,45,6,0
8958,148,54,6,1
8959,140,50,6,0
8960,76,44,6,5
8961,150,55,6,1
8962,136,50,6,2
8963,128,44,5,2
8964,86,49,7,1
8965,-16,48,8,0
8966,144,54,7,1
8967,82,45,6,0
8968,138,49,6,6
8969,92,54,7,1
8970,144,50,6,0
8971,-26,43,8,1
8972,82,53,8,0
8973,84,48,6,6
8974,102,63,7,0
8975,84,52,7,1
8976,56,62,9,0
8977,136,50,7,0
8978,92,50,7,0
8979,88,50,7,0
8980,134,45,6,0
8981,-4,64,9,0
8982,148,56,6,0
8983,152,54,6,0
8984,138,51,6,0
8985,140,50,6,0
8986,30,45,7,0
8987,36,48,6,1
8988,98,55,7,0
8989,82,43,6,0
8990,132,44,5,1
8991,94,55,6,0
8992,82,45,7,0
8993,54,63,8,1
8994,134,45,6,0
8995,86,49,7,0
8996,98,55,7,0
8997,-8,58,9,0
8998,92,50,6,0
8999,130,45,6,1
9000,96,56,7,3
9001,96,54,7,0
9002,86,51,6,0
9003,78,43,6,1
9004,88,52,7,0
9005,152,54,6,0
9006,138,53,7,0
9007,46,57,7,0
9008,44,54,7,0
9009,88,52,7,0
9010,152,56,6,0
9011,146,55,7,5
9012,80,52,7,0
9013,50,57,8,0
9014,86,49,7,6
9015,-6,55,7,0
9016,84,50,7,5
9017,126,45,7,1
9018,100,54,7,0
9019,132,44,5,1
9020,94,57,7,5
9021,100,54,6,0
9022,128,44,5,2
9023,154,57,7,0
9024,148,54,6,1
9025,28,44,7,0
9026,48,62,7,1
9027,-8,58,10,0
9028,132,44,5,1
9029,100,56,7,6
9030,100,56,7,0
9031,86,49,7,6
9032,148,54,5,5
9033,84,44,6,0
9034,150,55,6,5
9035,80,44,6,0
9036,48,54,7,0
9037,26,43,6,0
9038,138,51,6,0
9039,88,52,5,0
9040,150,55,6,0
9041,140,50,6,0
9042,36,50,6,0
9043,22,43,7,3
9044,140,50,6,0
9045,92,52,7,0
9046,2,57,9,0
9047,146,49,6,5
9048,30,49,7,6
9049,-6,55,8,0
9050,82,45,7,0
9051,52,54,8,0
9052,78,45,7,1
9053,150,57,7,0
9054,146,55,6,5
9055,84,52,7,0
9056,148,56,6,0
9057,-10,49,8,1
9058,150,57,7,0
9059,150,55,6,0
9060,-20,50,8,0
9061,136,44,5,0
9062,46,55,7,5
9063,26,43,7,0
9064,136,44,5,0
9065,104,54,7,0
9066,134,45,6,0
9067,96,56,6,1
9068,106,63,8,0
9069,130,45,6,1
9070,146,55,6,1
9071,136,44,5,0
9072,34,49,7,0
9073,90,49,7,0
9074,48,56,6,0
9075,144,56,6,6
9076,98,57,7,1
9077,94,57,7,1
9078,96,54,6,0
9079,140,52,6,0
9080,150,55,6,0
9081,134,51,6,5
9082,132,44,5,1
9083,146,49,6,0
9084,98,55,7,0
9085,26,45,7,0
9086,152,54,6,0
9087,86,51,6,0
9088,84,44,6,0
9089,150,55,6,0
9090,78,45,7,0
9091,46,55,6,0
9092,88,50,7,0
9093,134,51,6,0
9094,88,50,7,3
9095,92,50,7,0
9096,92,50,6,0
9097,132,44,5,5
9098,96,56,6,0
9099,150,55,6,0
9100,134,45,6,0
9101,100,54,7,0
9102,90,51,7,0
9103,88,50,7,0
9104,132,50,6,6
9105,144,50,6,0
9106,38,51,7,0
9107,36,50,8,3
9108,130,45,6,1
9109,150,57,7,0
9110,152,62,7,1
9111,88,50,6,4
9112,30,53,9,1
9113,44,54,8,0
9114,126,45,6,7
9115,150,57,6,0
9116,-18,49,9,1
9117,50,55,8,0
9118,84,50,7,0
9119,136,44,5,0
9120,92,48,6,0
9121,100,54,7,0
9122,140,50,6,0
9123,144,50,6,0
9124,86,51,6,1
9125,38,51,7,0
9126,88,50,6,0
9127,138,51,6,0
9128,36,50,7,0
9129,40,58,8,0
9130,30,45,7,1
9131,94,49,7,0
9132,152,54,6,0
9133,34,53,9,0
9134,138,49,6,6
9135,42,49,7,0
9136,48,54,6,5
9137,132,44,5,1
9138,-6,57,10,1
9139,98,55,7,0
9140,136,44,5,0
9141,98,55,8,0
9142,86,45,7,0
9143,96,56,7,0
9144,50,55,8,0
9145,28,44,7,0
9146,88,48,7,2
9147,92,56,6,1
9148,92,48,5,0
9149,42,55,8,0
9150,136,44,5,0
9151,44,54,8,5
9152,134,45,6,0
9153,34,47,7,5
9154,34,53,8,0
9155,40,54,8,6
9156,88,52,6,0
9157,150,55,5,0
9158,82,45,6,1
9159,46,55,7,1
9160,138,51,5,0
9161,90,51,7,0
9162,84,50,7,1
9163,134,45,6,0
9164,150,57,7,5
9165,98,55,6,0
9166,86,53,8,0
9167,98,57,8,0
9168,42,49,8,0
9169,146,49,6,0
9170,34,49,8,0
9171,92,54,7,5
9172,134,45,6,0
9173,48,56,8,5
9174,150,55,5,0
9175,78,45,7,1
9176,100,54,7,0
9177,140,50,6,0
9178,92,58,8,1
9179,28,44,6,3
9180,46,55,7,2
9181,134,45,6,0
9182,100,54,7,0
9183,134,45,6,0
9184,46,55,8,0
9185,136,52,6,0
9186,52,54,6,0
9187,132,44,5,1
9188,38,49,7,1
9189,150,57,7,1
9190,150,55,6,0
9191,-56,60,10,0
9192,-54,55,9,0
9193,34,45,7,0
9194,100,64,8,5
9195,150,55,6,0
9196,42,51,7,0
9197,134,45,6,0
9198,98,55,5,0
9199,138,53,7,0
9200,-114,55,12,4
9201,136,50,6,1
9202,34,53,7,0
9203,46,57,9,0
9204,100,54,7,0
9205,86,53,7,0
9206,94,55,7,0
9207,86,51,7,0
9208,138,51,6,0
9209,86,51,7,0
9210,132,44,5,1
9211,152,54,6,0
9212,-18,51,8,2
9213,140,50,6,0
9214,82,45,6,1
9215,40,48,7,0
9216,146,49,6,0
9217,96,54,7,1
9218,136,44,5,0
9219,148,54,6,1
9220,30,45,8,0
9221,100,56,7,0
9222,150,55,6,0
9223,86,53,7,0
9224,108,62,8,0
9225,30,53,9,1
9226,150,55,6,0
9227,38,53,8,0
9228,48,56,7,0
9229,54,65,9,5
9230,46,55,8,0
9231,34,45,8,0
9232,-6,55,8,2
9233,132,44,5,1
9234,94,57,7,1
9235,146,49,6,0
9236,46,57,8,0
9237,148,54,7,0
9238,88,52,6,0
9239,96,54,7,0
9240,88,50,7,0
9241,132,44,5,1
9242,46,55,7,0
9243,88,52,7,0
9244,150,57,7,0
9245,146,49,6,0
9246,94,49,7,0
9247,88,56,7,2
9248,98,57,7,0
9249,100,54,7,0
9250,134,53,7,5
9251,104,56,7,0
9252,152,54,6,0
9253,80,44,5,0
9254,44,56,8,0
9255,-8,56,9,0
9256,-58,57,10,1
9257,34,49,8,1
9258,94,57,8,1
9259,98,57,8,0
9260,152,56,6,0
9261,40,56,8,0
9262,150,55,5,0
9263,82,45,7,0
9264,92,56,6,0
9265,-60,56,9,0
9266,90,49,6,1
9267,152,54,6,0
9268,-60,58,9,0
9269,140,50,6,1
9270,134,45,6,0
9271,46,55,8,4
9272,134,45,6,0
9273,102,55,6,0
9274,140,52,6,0
9275,144,56,5,2
9276,152,54,6,0
9277,90,51,6,0
9278,132,44,5,1
9279,-8,54,9,0
9280,80,44,6,2
9281,46,55,8,0
9282,94,53,7,0
9283,146,49,6,0
9284,46,55,7,0
9285,134,45,6,0
9286,42,57,9,0
9287,98,57,7,5
9288,152,54,6,0
9289,88,52,7,0
9290,98,55,6,1
9291,38,51,8,0
9292,140,50,6,0
9293,82,45,7,0
9294,94,55,5,7
9295,134,45,5,0
9296,92,54,7,5
9297,134,53,7,0
9298,40,48,5,0
9299,-2,55,9,0
9300,86,51,6,0
9301,30,45,8,1
9302,148,56,6,0
9303,90,49,7,1
9304,146,49,6,5
9305,-8,62,8,1
9306,130,45,6,1
9307,40,54,7,5
9308,128,44,5,2
9309,144,56,6,5
9310,104,56,7,0
9311,146,55,5,1
9312,140,52,6,0
9313,142,49,6,1
9314,150,57,7,0
9315,-4,54,8,1
9316,-18,53,9,5
9317,150,55,6,0
9318,134,45,6,0
9319,150,57,7,0
9320,38,49,8,0
9321,48,62,7,1
9322,140,50,6,0
9323,-68,52,9,0
9324,100,56,7,0
9325,148,54,6,1
9326,140,50,6,0
9327,136,52,5,0
9328,100,54,7,3
9329,-12,52,8,0
9330,98,57,8,1
9331,98,57,8,1
9332,52,62,8,0
9333,78,43,5,5
9334,138,51,6,5
9335,136,44,5,0
9336,146,49,6,0
9337,50,55,7,0
9338,130,45,6,1
9339,94,55,6,1
9340,130,45,6,1
9341,140,54,8,1
9342,26,53,9,2
9343,148,54,6,1
9344,82,45,7,1
9345,146,49,6,0
9346,148,56,6,0
9347,146,49,6,0
9348,-6,55,8,6
9349,130,45,6,1
9350,84,48,5,2
9351,98,55,7,1
9352,138,51,6,0
9353,126,45,5,2
9354,92,54,8,0
9355,138,51,6,1
9356,142,51,6,0
9357,132,44,5,1
9358,94,49,7,0
9359,152,54,6,0
9360,82,43,6,0
9361,134,45,6,0
9362,154,55,6,0
9363,92,60,8,0
9364,92,48,6,0
9365,146,49,6,0
9366,90,49,7,0
9367,146,49,6,0
9368,146,55,6,5
9369,-24,44,7,0
9370,156,62,6,5
9371,132,44,5,1
9372,146,49,6,0
9373,152,54,6,0
9374,88,50,7,0
9375,28,44,7,5
9376,48,54,7,1
9377,28,44,7,0
9378,-60,54,9,0
9379,86,45,7,0
9380,-8,56,8,0
9381,152,54,6,0
9382,136,44,5,0
9383,44,56,8,1
9384,146,55,6,1
9385,32,44,7,0
9386,146,49,6,5
9387,96,54,7,5
9388,80,44,5,1
9389,102,55,6,0
9390,26,43,7,1
9391,90,51,7,1
9392,78,45,7,1
9393,146,49,6,0
9394,138,49,6,6
9395,150,57,7,5
9396,94,55,7,5
9397,-22,51,8,0
9398,26,45,7,1
9399,150,55,6,0
9400,-86,37,7,4
9401,152,54,6,0
9402,86,45,6,0
9403,150,55,6,0
9404,84,44,5,0
9405,42,57,8,6
9406,104,62,8,0
9407,86,45,7,0
9408,-60,56,9,6
9409,144,56,6,5
9410,150,55,6,5
9411,138,51,6,0
9412,134,45,6,0
9413,-10,55,8,5
9414,-26,51,9,2
9415,86,51,6,0
9416,84,44,6,0
9417,98,55,7,1
9418,132,52,6,1
9419,38,57,8,0
9420,-52,54,9,0
9421,-10,51,7,0
9422,88,50,7,0
9423,132,44,5,1
9424,84,48,6,2
9425,100,56,7,0
9426,148,56,6,5
9427,152,56,6,0
9428,36,48,7,2
9429,148,56,6,1
9430,96,56,7,5
9431,104,54,7,0
9432,140,50,5,0
9433,140,50,6,0
9434,88,50,7,0
9435,28,44,7,0
9436,154,55,6,0
9437,84,44,6,0
9438,138,49,6,1
9439,146,49,6,0
9440,34,49,7,6
9441,50,55,7,0
9442,28,44,7,1
9443,102,55,7,0
9444,134,53,7,1
9445,148,56,6,0
9446,34,49,7,1
9447,46,57,8,0
9448,98,57,8,0
9449,-64,54,9,0
9450,134,45,6,0
9451,152,54,6,0
9452,140,50,6,0
9453,84,44,6,0
9454,-4,62,8,5
9455,130,45,6,1
9456,94,49,6,0
9457,152,54,6,0
9458,134,45,6,0
9459,50,57,9,0
9460,38,55,8,4
9461,82,43,6,0
9462,80,44,5,1
9463,150,55,6,5
9464,86,51,7,0
9465,40,50,7,0
9466,88,52,7,0
9467,94,55,7,5
9468,132,44,5,1
9469,98,55,6,0
9470,134,45,6,0
9471,96,54,7,0
9472,136,50,6,5
9473,134,45,6,0
9474,92,54,6,1
9475,80,52,6,0
9476,146,57,6,0
9477,150,55,6,0
9478,36,50,8,5
9479,86,51,7,0
9480,80,44,6,5
9481,0,64,9,0
9482,100,54,6,0
9483,140,50,5,0
9484,142,51,6,0
9485,92,50,6,0
9486,82,45,5,0
9487,152,54,6,0
9488,134,45,6,0
9489,96,56,6,0
9490,98,55,6,0
9491,80,44,6,1
9492,-12,54,9,0
9493,28,44,6,0
9494,94,49,7,5
9495,90,49,7,1
9496,-4,54,8,0
9497,82,43,6,0
9498,128,44,5,2
9499,96,54,7,0
9500,84,50,6,2
9501,-24,44,7,4
9502,148,54,6,1
9503,82,45,7,0
9504,148,56,5,0
9505,100,54,7,0
9506,82,45,7,0
9507,104,62,8,0
9508,140,50,6,0
9509,82,45,7,2
9510,-22,49,9,1
9511,38,49,8,1
9512,96,54,7,1
9513,88,50,7,1
9514,142,51,6,0
9515,138,51,6,0
9516,88,50,7,0
9517,140,50,5,0
9518,34,51,7,0
9519,26,43,7,0
9520,136,44,5,0
9521,100,54,7,0
9522,80,44,5,0
9523,98,55,7,0
9524,34,45,8,0
9525,96,56,7,0
9526,100,56,7,0
9527,98,57,7,5
9528,94,55,7,0
9529,140,50,6,0
9530,136,44,5,0
9531,148,54,6,1
9532,86,51,6,0
9533,140,50,6,5
9534,134,53,7,5
9535,96,54,7,0
9536,138,51,6,0
9537,140,50,6,0
9538,134,45,6,0
9539,86,49,7,1
9540,-14,49,8,2
9541,150,63,7,0
9542,78,45,6,0
9543,150,55,6,0
9544,88,50,6,0
9545,36,50,8,0
9546,88,50,7,0
9547,78,45,7,0
9548,46,55,8,2
9549,82,51,6,0
9550,78,45,7,2
9551,90,49,7,2
9552,146,55,6,5
9553,128,44,5,2
9554,150,55,6,0
9555,82,45,7,0
9556,100,54,7,3
9557,134,45,6,0
9558,50,57,9,0
9559,82,49,6,6
9560,98,55,7,0
9561,80,50,8,1
9562,90,51,6,0
9563,134,45,6,0
9564,142,49,6,1
9565,48,54,8,0
9566,-68,50,9,3
9567,-10,53,10,0
9568,46,57,9,7
9569,100,54,7,0
9570,34,53,8,2
9571,94,57,8,0
9572,98,55,7,0
9573,142,51,6,0
9574,78,45,6,0
9575,40,56,8,8
9576,96,54,7,1
9577,94,51,6,0
9578,138,51,6,0
9579,80,44,5,0
9580,98,55,7,0
9581,84,44,6,0
9582,150,55,6,0
9583,130,45,6,1
9584,96,54,7,5
9585,86,51,7,5
9586,32,50,8,5
9587,34,51,8,1
9588,130,45,6,1
9589,100,56,7,0
9590,152,54,6,0
9591,134,45,6,0
9592,150,55,6,5
9593,26,43,7,1
9594,134,45,6,0
9595,144,54,6,6
9596,140,50,6,0
9597,82,45,7,0
9598,38,49,8,3
9599,94,49,7,0
9600,48,56,8,0
9601,88,48,5,1
9602,92,54,7,6
9603,130,45,6,5
9604,42,55,7,0
9605,84,44,5,0
9606,38,49,7,1
9607,102,55,7,0
9608,74,43,6,6
9609,30,45,8,0
9610,92,56,7,5
9611,148,54,7,5
9612,140,52,6,0
9613,90,49,6,0
9614,-14,49,8,4
9615,112,70,8,0
9616,36,60,8,0
9617,48,54,8,0
9618,82,45,6,0
9619,56,62,9,7
9620,138,51,5,0
9621,86,51,6,0
9622,88,52,7,0
9623,144,54,6,2
9624,132,44,5,1
9625,38,49,8,0
9626,148,54,6,1
9627,-8,60,10,1
9628,88,48,6,5
9629,96,56,7,0
9630,94,49,7,0
9631,148,56,5,0
9632,150,55,6,0
9633,134,45,6,0
9634,-4,56,8,0
9635,152,56,6,0
9636,44,54,8,5
9637,140,50,6,1
9638,140,52,6,0
9639,46,55,8,0
9640,88,52,6,0
9641,-16,48,7,5
9642,-6,55,9,2
9643,136,44,5,0
9644,148,54,6,1
9645,138,53,7,2
9646,42,49,8,0
9647,-14,57,10,3
9648,44,54,7,0
9649,88,50,7,0
9650,140,50,6,1
9651,38,51,8,2
9652,-24,44,8,0
9653,100,54,7,0
9654,130,45,6,1
9655,150,57,7,0
9656,96,54,7,1
9657,140,50,6,0
9658,132,44,5,5
9659,102,55,7,0
9660,84,50,7,0
9661,30,51,7,1
9662,136,44,5,0
9663,-4,56,8,0
9664,104,54,6,0
9665,76,44,5,5
9666,94,57,8,0
9667,90,49,7,5
9668,86,49,7,1
9669,150,57,7,5
9670,142,49,6,5
9671,146,49,6,0
9672,152,54,6,0
9673,-12,52,8,0
9674,156,62,7,0
9675,40,50,8,0
9676,136,44,5,0
9677,152,54,6,0
9678,134,45,6,0
9679,-4,56,7,0
9680,44,54,7,0
9681,140,50,6,0
9682,90,51,7,0
9683,138,51,6,0
9684,134,45,6,0
9685,98,55,6,0
9686,134,45,6,0
9687,92,54,7,1
9688,20,44,7,2
9689,42,55,8,2
9690,138,53,7,0
9691,90,49,7,5
9692,98,55,7,0
9693,126,45,6,6
9694,100,54,7,0
9695,86,51,7,0
9696,134,45,6,0
9697,94,55,7,1
9698,86,51,6,0
9699,-16,50,8,0
9700,38,51,7,0
9701,-56,58,10,0
9702,88,50,7,1
9703,82,45,6,0
9704,86,49,7,6
9705,44,54,8,1
9706,88,50,7,0
9707,130,45,6,5
9708,102,55,7,0
9709,136,44,5,0
9710,150,55,6,0
9711,-16,52,8,1
9712,-2,55,9,0
9713,136,44,5,0
9714,142,49,6,1
9715,146,49,6,0
9716,54,65,10,0
9717,152,54,6,0
9718,130,45,6,1
9719,42,55,8,5
9720,128,44,5,2
9721,104,56,6,0
9722,48,56,8,0
9723,92,48,5,0
9724,100,54,7,0
9725,134,45,6,0
9726,100,56,7,0
9727,150,55,6,5
9728,90,51,7,0
9729,92,50,7,0
9730,-10,51,8,0
9731,136,52,6,5
9732,42,55,7,1
9733,82,45,6,1
9734,144,56,6,10
9735,98,55,7,0
9736,88,50,6,0
9737,82,51,8,0
9738,134,51,6,1
9739,44,58,7,0
9740,26,45,7,0
9741,40,54,7,5
9742,130,45,6,1
9743,98,55,7,2
9744,132,44,5,1
9745,-158,55,10,1
9746,134,45,6,0
9747,150,55,6,0
9748,88,52,7,0
9749,150,55,6,0
9750,134,45,6,0
9751,156,62,6,0
9752,36,52,7,0
9753,100,54,7,0
9754,34,51,8,0
9755,24,44,7,1
9756,100,62,8,1
9757,142,53,7,0
9758,-6,57,8,0
9759,40,48,7,0
9760,98,57,8,5
9761,-4,54,9,1
9762,136,44,5,0
9763,152,54,6,0
9764,88,52,7,0
9765,50,57,8,0
9766,148,56,6,1
9767,48,54,8,0
9768,26,45,7,5
9769,100,54,6,0
9770,142,51,6,0
9771,132,44,5,1
9772,146,49,6,0
9773,96,54,7,0
9774,144,50,6,0
9775,88,52,7,0
9776,100,54,7,0
9777,24,44,7,4
9778,46,55,8,0
9779,142,59,7,0
9780,-10,61,9,1
9781,112,70,9,0
9782,82,45,6,0
9783,86,55,7,6
9784,88,50,6,0
9785,136,44,5,0
9786,96,54,6,1
9787,80,44,6,0
9788,100,56,7,5
9789,50,55,7,0
9790,92,50,7,0
9791,140,50,6,0
9792,142,53,7,0
9793,152,54,6,0
9794,140,50,6,0
9795,82,45,7,0
9796,98,55,7,0
9797,92,50,7,0
9798,88,52,7,0
9799,142,49,6,1
9800,42,49,7,0
9801,150,55,6,0
9802,74,45,7,1
9803,-8,56,8,0
9804,-4,62,10,5
9805,134,45,6,0
9806,92,56,6,0
9807,88,48,6,2
9808,90,55,7,5
9809,28,44,6,0
9810,146,57,7,0
9811,150,55,6,0
9812,76,44,5,1
9813,142,57,7,1
9814,94,55,7,1
9815,-16,52,7,0
9816,146,57,7,5
9817,98,57,8,0
9818,98,57,7,0
9819,-48,64,11,5
9820,146,57,7,1
9821,90,57,8,2
9822,148,56,6,0
9823,94,49,7,0
9824,44,54,7,5
9825,134,45,6,0
9826,150,55,6,0
9827,136,52,6,0
9828,46,55,8,0
9829,134,51,7,0
9830,88,50,7,0
9831,90,51,6,0
9832,82,45,7,0
9833,138,57,9,0
9834,150,55,6,0
9835,76,44,6,1
9836,148,54,6,1
9837,134,45,6,0
9838,152,54,6,0
9839,88,50,7,0
9840,84,50,6,0
9841,82,45,7,0
9842,94,55,6,1
9843,82,45,7,0
9844,152,54,6,0
9845,26,43,6,0
9846,76,44,6,1
9847,142,49,7,0
9848,152,54,6,0
9849,38,51,8,0
9850,78,45,7,1
9851,152,54,6,0
9852,134,51,6,1
9853,-22,53,10,0
9854,92,56,8,0
9855,102,55,7,0
9856,20,44,7,2
9857,98,55,6,0
9858,32,50,7,0
9859,38,51,7,5
9860,-22,45,9,0
9861,94,57,7,0
9862,98,55,6,0
9863,138,51,6,0
9864,-14,61,10,0
9865,48,62,9,6
9866,128,44,5,2
9867,146,57,6,0
9868,86,49,7,5
9869,92,48,5,0
9870,150,57,7,5
9871,48,54,8,0
9872,82,45,6,1
9873,106,63,7,0
9874,136,50,6,5
9875,90,51,7,2
9876,134,45,6,0
9877,96,54,6,1
9878,134,45,6,0
9879,92,48,6,0
9880,-60,54,10,5
9881,134,45,6,0
9882,98,55,7,0
9883,134,45,6,0
9884,148,54,6,5
9885,-20,44,8,0
9886,146,49,6,5
9887,146,55,6,1
9888,134,45,6,0
9889,96,54,6,1
9890,80,44,6,5
9891,90,49,6,1
9892,150,55,6,0
9893,26,45,7,0
9894,150,57,7,0
9895,100,54,7,0
9896,88,50,7,0
9897,90,51,7,0
9898,34,51,8,1
9899,84,44,6,0
9900,90,49,8,0
9901,96,54,7,0
9902,136,50,6,1
9903,140,50,6,0
9904,136,50,6,1
9905,88,52,6,1
9906,94,57,9,0
9907,150,57,7,0
9908,92,56,6,0
9909,-12,56,9,0
9910,98,55,7,0
9911,78,45,7,1
9912,98,57,8,0
9913,138,55,8,5
9914,-16,50,7,4
9915,134,45,5,0
9916,100,56,7,0
9917,146,55,7,0
9918,132,44,5,1
9919,94,57,7,0
9920,104,54,6,0
9921,90,53,8,0
9922,150,55,6,0
9923,78,43,5,1
9924,88,52,7,0
9925,144,56,7,0
9926,-12,54,8,0
9927,88,50,6,0
9928,88,52,6,0
9929,150,55,6,0
9930,82,51,7,4
9931,136,44,5,0
9932,158,63,7,0
9933,78,53,8,3
9934,104,62,8,0
9935,38,51,8,0
9936,28,52,7,1
9937,146,49,6,0
9938,38,57,8,1
9939,146,49,6,0
9940,100,54,6,0
9941,142,51,6,0
9942,136,44,5,0
9943,38,49,7,0
9944,154,57,7,0
9945,102,55,7,0
9946,136,44,5,0
